DELITO,CLASIFICACION DEL DELITO,COLONIA DEL HECHO,FECHA DE REGISTRO DEL DELITO,FECHA DEL HECHO DEL DELITO,HORA DEL HECHO DEL DELITO,MUNICIPIO
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,AMERICAS ESTE Y OESTE,20/05/19,08/05/19,5:31,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),SANTA FE,12/08/19,12/08/19,5:31,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,JARDIN DORADO,28/10/19,16/10/19,5:31,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ZONA URBANA RIO TIJUANA,10/12/19,10/12/19,5:31,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,LAS TORRES,05/02/19,05/02/19,5:32,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),LA ESMERALDA,12/07/19,12/07/19,5:32,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LAS HUERTAS SECC III,26/06/19,19/06/19,5:32,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,GRANJAS LA ESPERANZA,02/10/19,13/09/19,5:32,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,SANCHEZ TABOADA,02/03/19,02/03/19,5:33,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,FUNDADORES,07/03/19,05/03/19,5:33,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,GUTIERREZ OVALLE,23/04/19,17/04/19,5:33,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),SAN CARLOS,13/09/19,13/09/19,5:33,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,RINCON DORADO,24/10/19,24/10/19,5:33,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,MARIANO MATAMOROS CENTRO,03/04/19,03/04/19,5:34,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,NUEVA TIJUANA,05/06/19,05/06/19,5:34,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),TRES DE OCTUBRE,20/01/19,20/01/19,5:35,TIJUANA
ROBO CON VIOLENCIA,OTROS ROBOS CON VIOLENCIA,BUENOS AIRES SUR,20/09/19,20/09/19,5:35,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,FORTIN DE LAS FLORES,06/11/19,06/11/19,5:35,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),EJIDO MATAMOROS,24/11/19,24/11/19,5:35,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LA CIENEGA,06/11/19,06/11/19,5:36,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,VALLE DORADO,07/01/19,05/12/18,5:37,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,BUENOS AIRES SUR,12/01/19,28/12/18,5:37,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,JARDIN DORADO,29/03/19,08/03/19,5:37,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ALTIPLANO,20/06/19,20/06/19,5:37,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),ZONA URBANA RIO TIJUANA,12/09/19,12/09/19,5:37,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PARQUE INDUSTRIAL PACIFICO,23/01/19,23/01/19,5:38,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,MADERO,16/02/19,16/02/19,5:38,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,LOS ALAMOS,29/04/19,29/04/19,5:38,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,MARIANO MATAMOROS SUR,30/08/19,16/08/19,5:38,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),ZONA CENTRO,30/06/19,30/06/19,5:39,TIJUANA
ROBO CON VIOLENCIA ,OTROS ROBOS CON VIOLENCIA ,LOS VENADOS,13/09/19,29/08/19,5:39,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),VALLE DE LAS PALMAS,16/09/19,16/09/19,5:39,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,BUENOS AIRES SUR,02/01/19,28/12/18,5:40,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL FLORIDO PRIMERA Y SEGUNDA SECCION,31/01/19,31/01/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),DIVINA PROVIDENCIA,26/04/19,26/04/19,5:40,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,LAS AMERICAS,12/01/19,24/12/18,5:40,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL PIPILA,18/02/19,18/02/19,5:40,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL PIPILA,23/02/19,23/02/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MANANTIAL,11/03/19,11/03/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),GARCIA,24/03/19,24/03/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),FRANCISCO ZARCO,01/04/19,01/04/19,5:40,TIJUANA
ROBO CON VIOLENCIA A CASA,ROBO CON VIOLENCIA A CASA,ARTESANAL,26/04/19,26/04/19,5:40,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL LAUREL,21/05/19,18/05/19,5:40,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),URBIVILLA DEL PRADO,25/05/19,25/05/19,5:40,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,REAL DE SAN FRANCISCO,14/05/19,10/05/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,VILLAS DE BAJA CALIFORNIA,28/05/19,28/05/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL TECOLOTE,31/05/19,31/05/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),REFORMA,06/06/19,06/06/19,5:40,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,ZONA CENTRO,30/06/19,30/06/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,MONTE BELLO,01/07/19,01/07/19,5:40,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL RUBI,11/07/19,11/07/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL NIÑO,22/07/19,22/07/19,5:40,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,EL LAGO,25/07/19,16/05/19,5:40,TIJUANA
ROBO DE VEHÍCULO CON VIOLENCIA,ROBO DE VEHÍCULO CON VIOLENCIA,EL VALLE,27/07/19,27/07/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),NUEVA TIJUANA,18/08/19,11/08/19,5:40,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,24 DE DICIEMBRE,02/09/19,02/09/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,CAMINO VERDE,03/09/19,03/09/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PANAMERICANO,16/09/19,16/09/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LAS MARGARITAS,19/09/19,09/09/19,5:40,TIJUANA
ROBO CON VIOLENCIA ,OTROS ROBOS CON VIOLENCIA ,EL REFUGIO,21/09/19,21/09/19,5:40,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,CONJUNTO HABITACIONAL ESTADIO,27/09/19,27/09/19,5:40,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,CAÑON DE LAS PALMERAS,04/10/19,04/10/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PRADERAS DE LA MESA,02/10/19,02/10/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),LAS DELICIAS III,05/11/19,05/11/19,5:40,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,PANAMERICANO,07/11/19,07/11/19,5:40,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,MORENO,07/11/19,07/11/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),GARITA DE OTAY,07/11/19,26/10/19,5:40,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),RESIDENCIAL SANTA FE III,17/11/19,17/11/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LIBERTAD PARTE MEDIA,25/11/19,25/11/19,5:40,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,PARQUE INDUSTRIAL EL FLORIDO,07/11/19,07/11/19,5:40,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,LAS PALMAS,06/12/19,06/12/19,5:40,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,REFORMA,08/12/19,08/12/19,5:40,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,MARIANO MATAMOROS,07/06/19,07/06/19,5:41,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,EL MIRADOR,20/09/19,18/08/19,5:41,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,OTAY CONSTITUYENTES,11/10/19,11/10/19,5:41,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,FUNDADORES,22/11/19,15/11/19,5:41,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO), EJIDO CHILPANCINGO,28/12/19,28/12/19,5:41,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),EL VALLE,30/01/19,30/01/19,5:42,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),PARQUE INDUSTRIAL EL FLORIDO I,07/05/19,07/05/19,5:42,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL LAUREL,23/05/19,18/05/19,5:42,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),VALLE BONITO,30/06/19,30/06/19,5:42,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,ZONA CENTRO,08/07/19,08/07/19,5:42,TIJUANA
LESIONES INTENCIONALES,LESIONES DOLOSAS,CAÑON OTAY,10/02/19,10/02/19,5:43,TIJUANA
ROBO CON VIOLENCIA A COMERCIO,ROBO CON VIOLENCIA A COMERCIO,EL PIPILA,20/03/19,11/03/19,5:43,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),URBIVILLA DEL PRADO 2,10/06/19,10/06/19,5:43,TIJUANA
HOMICIDIO CALIFICADO (VIOLENTO),HOMICIDIO CALIFICADO (VIOLENTO),PRESIDENTES,16/06/19,16/06/19,5:43,TIJUANA
ROBO CON VIOLENCIA,ROBO CON VIOLENCIA (EN VIA PUBLICA),SALVATIERRA,25/07/19,25/07/19,5:43,TIJUANA
ROBO EN GRADO DE TENTATIVA,OTROS ROBOS SIN VIOLENCIA,EL RUBI,01/05/19,29/04/19,5:44,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,MARIANO MATAMOROS,24/05/19,18/05/19,5:44,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,NIÑOS HEROES,07/01/19,07/01/19,5:45,TIJUANA
ROBO CALIFICADO A LUGAR CERRADO,OTROS ROBOS SIN VIOLENCIA,CAMINO VERDE,24/01/19,24/01/19,5:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,ALTAMIRA,01/02/19,01/02/19,5:45,TIJUANA
ROBO SIMPLE,OTROS ROBOS SIN VIOLENCIA,LA ENCANTADA,25/02/19,23/02/19,5:45,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,PLAN DE IGUALA,20/02/19,20/02/19,5:45,TIJUANA
ROBO CALIFICADO A CASA HABITACIÓN,ROBO EN CASA HABITACION,ZONA NORTE,05/03/19,05/03/19,5:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,NEIDHART,15/03/19,15/03/19,5:45,TIJUANA
ROBO CALIFICADO A COMERCIO,ROBO A COMERCIO,PLAYAS,02/01/19,02/01/19,5:45,TIJUANA
LESIONES CULPOSAS,LESIONES CULPOSAS,OTAY,29/03/19,28/03/19,5:45,TIJUANA
ROBO DE VEHÍCULO,ROBO DE VEHÍCULO,EL PIPILA,25/04/19,07/04/19,5:45,TIJUANA
